ZipCode,Latitude,Longitude,County_Name,Population_2010,Description
84712,38.1015,-111.993,Garfield County,5172,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
84715,38.3278,-111.5264,Wayne County,2778,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
84716,37.9166,-111.4266,Garfield County,5172,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
84718,37.5396,-112.0451,Garfield County,5172,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
84723,38.1827,-112.2329,Piute County,1556,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
84726,37.7698,-111.6037,Garfield County,5172,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
84732,38.4454,-111.9023,Piute County,1556,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
84734,38.2521,-110.8137,Wayne County,2778,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
84735,37.6497,-112.4344,Garfield County,5172,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
84736,37.5503,-111.9961,Garfield County,5172,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
84740,38.2439,-112.2237,Piute County,1556,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
84743,38.2158,-112.2049,Piute County,1556,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
84747,38.4415,-111.5958,Wayne County,2778,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
84749,38.3969,-111.5896,Wayne County,2778,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
84750,38.4449,-112.2518,Piute County,1556,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
84759,37.8078,-112.4369,Garfield County,5172,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
84764,37.6184,-112.1735,Garfield County,5172,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
84773,38.2853,-111.4335,Wayne County,2778,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
84775,38.2969,-111.4138,Wayne County,2778,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
84776,37.6261,-112.0836,Garfield County,5172,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87712,35.9136,-105.2492,Mora County,4881,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87713,36.1388,-105.3854,Mora County,4881,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87715,35.9898,-105.4326,Mora County,4881,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87722,36.1375,-105.2386,Mora County,4881,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87723,36.0384,-105.3836,Mora County,4881,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87730,36.1281,-104.2277,Harding County,695,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87732,35.9742,-105.33,Mora County,4881,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87733,35.8041,-103.9021,Harding County,695,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87734,36.1037,-105.066,Mora County,4881,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87735,36.0578,-105.1183,Mora County,4881,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87736,35.9786,-105.2092,Mora County,4881,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87743,35.9522,-104.1497,Harding County,695,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87746,35.8484,-104.0675,Harding County,695,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87750,35.8164,-104.9231,Mora County,4881,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87752,35.9814,-104.691,Mora County,4881,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87753,35.7906,-104.9817,Mora County,4881,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87820,33.8859,-108.5466,Catron County,3725,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87821,34.0427,-108.0183,Catron County,3725,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87824,33.8189,-108.9545,Catron County,3725,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87827,34.3243,-108.3682,Catron County,3725,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87829,34.2652,-108.7578,Catron County,3725,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
87830,33.7131,-108.7578,Catron County,3725,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
88009,32.055,-108.6291,Hidalgo County,4894,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
88020,32.053,-108.9069,Hidalgo County,4894,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
88039,33.3048,-108.7743,Catron County,3725,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
88045,32.316,-108.723,Hidalgo County,4894,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
88056,31.8358,-109.0322,Hidalgo County,4894,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
88119,34.46,-104.2317,De Baca County,2022,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
88134,34.3271,-104.0159,De Baca County,2022,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
88136,34.455,-104.7452,De Baca County,2022,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
88410,35.8983,-103.213,Union County,4549,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
88414,36.7785,-103.9986,Union County,4549,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
88415,36.4414,-103.1888,Union County,4549,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
88418,36.7291,-103.8739,Union County,4549,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
88419,36.869,-103.8399,Union County,4549,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
88422,36.3048,-103.973,Union County,4549,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
88424,36.3698,-103.5055,Union County,4549,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
88436,36.226,-103.1449,Union County,4549,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
89010,37.7776,-118.084,Esmeralda County,783,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
89013,37.7085,-117.2356,Esmeralda County,783,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
89047,37.7225,-117.7965,Esmeralda County,783,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
89316,39.5897,-115.9943,Eureka County,1987,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
89418,40.5484,-118.0344,Pershing County,6753,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
89419,40.1819,-118.4689,Pershing County,6753,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
89821,40.4138,-116.5813,Eureka County,1987,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
96951,14.15733,145.2145,Rota Municipality,2527,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97029,45.3013,-120.7478,Sherman County,1765,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97033,45.0838,-120.6649,Sherman County,1765,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97039,45.4853,-120.6957,Sherman County,1765,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97050,45.6948,-120.7359,Sherman County,1765,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97065,45.5974,-120.7304,Sherman County,1765,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97750,44.5657,-120.1456,Wheeler County,1441,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97812,45.6664,-120.1971,Gilliam County,1871,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97817,44.7138,-118.6469,Grant County,7445,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97820,44.3911,-118.9465,Grant County,7445,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97823,45.2306,-120.1898,Gilliam County,1871,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97825,44.4663,-119.5312,Grant County,7445,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97828,45.437,-117.2888,Wallowa County,7008,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97830,44.9286,-120.1309,Wheeler County,1441,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97842,45.5137,-116.8257,Wallowa County,7008,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97845,44.416,-118.953,Grant County,7445,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97846,45.3494,-117.2128,Wallowa County,7008,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97848,44.7226,-119.5965,Grant County,7445,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97856,44.7554,-119.097,Grant County,7445,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97857,45.4939,-117.4359,Wallowa County,7008,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97861,45.4388,-120.2067,Gilliam County,1871,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97864,44.8189,-119.4192,Grant County,7445,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97865,44.4171,-119.1121,Grant County,7445,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97869,44.457,-118.6952,Grant County,7445,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97873,44.1346,-118.9716,Grant County,7445,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97874,44.8242,-119.8303,Wheeler County,1441,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
97885,45.5717,-117.5357,Wallowa County,7008,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
98222,48.5618,-122.812,San Juan County,15769,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
98243,48.6201,-122.9999,San Juan County,15769,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
98245,48.6968,-122.9055,San Juan County,15769,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
98250,48.5454,-123.0947,San Juan County,15769,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
98261,48.4988,-122.8743,San Juan County,15769,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
98279,48.6195,-122.8355,San Juan County,15769,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
98280,48.5979,-122.9446,San Juan County,15769,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
98286,48.5578,-122.9837,San Juan County,15769,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
98297,48.6876,-123.0369,San Juan County,15769,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99118,48.9108,-118.6452,Ferry County,7551,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99121,48.9725,-118.4884,Ferry County,7551,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99138,48.2924,-118.3552,Ferry County,7551,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99140,48.0236,-118.6547,Ferry County,7551,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99146,48.9753,-118.2208,Ferry County,7551,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99150,48.811,-118.6044,Ferry County,7551,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99160,48.866,-118.2028,Ferry County,7551,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99166,48.6704,-118.6999,Ferry County,7551,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99546,51.874,-176.634,Aleutians West Census Area,5561,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99547,52.1961,-174.2006,Aleutians West Census Area,5561,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99548,56.2448,-158.7578,Lake and Peninsula Borough,1631,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99549,56.9643,-158.5664,Lake and Peninsula Borough,1631,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99553,54.143,-165.7854,Aleutians East Borough,3141,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99555,59.2697,-158.6199,Dillingham Census Area,4847,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99558,62.6561,-160.2067,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99564,56.3016,-158.4157,Lake and Peninsula Borough,1631,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99565,58.2687,-156.6484,Lake and Peninsula Borough,1631,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99569,58.8173,-158.5299,Dillingham Census Area,4847,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99571,55.1858,-162.7211,Aleutians East Borough,3141,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99576,59.0402,-158.5231,Dillingham Census Area,4847,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99579,58.2062,-157.3422,Lake and Peninsula Borough,1631,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99580,59.3628,-157.4782,Dillingham Census Area,4847,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99583,54.8542,-163.4113,Aleutians East Borough,3141,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99590,62.9036,-160.0647,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99591,56.5944,-169.6186,Aleutians West Census Area,5561,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99602,62.1926,-159.8251,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99606,59.7525,-154.8236,Lake and Peninsula Borough,1631,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99612,55.0628,-162.3056,Aleutians East Borough,3141,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99613,58.6883,-156.6614,Bristol Bay Borough,997,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99625,59.2905,-156.6503,Lake and Peninsula Borough,1631,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99627,62.9457,-155.5712,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99628,59.0096,-158.9897,Dillingham Census Area,4847,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99633,58.783,-156.8992,Bristol Bay Borough,997,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99636,59.4882,-157.2905,Dillingham Census Area,4847,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99638,52.9381,-168.8678,Aleutians West Census Area,5561,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99640,59.9736,-154.8458,Lake and Peninsula Borough,1631,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99647,59.8681,-154.0757,Lake and Peninsula Borough,1631,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99648,55.9453,-159.2593,Lake and Peninsula Borough,1631,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99649,57.5642,-157.5792,Lake and Peninsula Borough,1631,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99653,60.2025,-154.3128,Lake and Peninsula Borough,1631,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99660,57.1842,-170.2764,Aleutians West Census Area,5561,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99661,55.3192,-160.4914,Aleutians East Borough,3141,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99665,62.6822,-159.5619,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99670,58.6639,-156.9756,Bristol Bay Borough,997,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99675,62.9886,-156.0642,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99678,59.0619,-160.3764,Dillingham Census Area,4847,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99685,53.8871,-166.5199,Aleutians West Census Area,5561,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99689,59.812,-139.5505,Yakutat City and Borough,662,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99691,63.0133,-154.375,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99692,53.8898,-166.5422,Aleutians West Census Area,5561,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99720,66.5656,-152.6456,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99722,68.1269,-145.5378,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99724,66.3594,-147.3964,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99726,65.2264,-151.0251,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99730,65.4681,-144.7489,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99731,63.952,-146.451,Southeast Fairbanks Census Area,7029,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99732,64.0733,-141.9361,Southeast Fairbanks Census Area,7029,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99733,65.8245,-144.0826,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99737,64.0378,-145.7322,Southeast Fairbanks Census Area,7029,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99738,64.7881,-141.2,Southeast Fairbanks Census Area,7029,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99740,66.5647,-145.2739,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99741,64.7333,-156.9275,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99745,66.0382,-154.2644,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99746,65.6899,-156.292,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99748,64.3305,-158.7243,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99754,64.8803,-157.7008,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99756,65.0011,-150.6339,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99757,63.8828,-152.3122,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99758,65.0584,-149.6912,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99760,64.5577,-149.0867,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99764,62.9617,-141.9372,Southeast Fairbanks Census Area,7029,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99765,64.7194,-158.1031,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99767,65.509,-150.1619,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99768,64.7201,-155.5039,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99774,66.0064,-149.0908,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99776,63.3853,-143.3464,Southeast Fairbanks Census Area,7029,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99777,65.1719,-152.0789,Yukon-Koyukuk Census Area,5588,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
99780,63.3367,-142.9856,Southeast Fairbanks Census Area,7029,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
